funcid,dim,milestone,error
7,10,1,4.344463e+02
7,10,2,4.344463e+02
7,10,3,4.344463e+02
7,10,5,3.503259e+02
7,10,10,3.503259e+02
7,10,20,2.241362e+02
7,10,30,2.241362e+02
7,10,40,2.236453e+02
7,10,50,2.236446e+02
7,10,60,2.236446e+02
7,10,70,9.232541e+01
7,10,80,9.232541e+01
7,10,90,9.232541e+01
7,10,100,9.232541e+01
7,10,1,5.004276e+02
7,10,2,5.004276e+02
7,10,3,4.554247e+02
7,10,5,4.500604e+02
7,10,10,3.656847e+02
7,10,20,3.026405e+02
7,10,30,3.026405e+02
7,10,40,2.715317e+02
7,10,50,2.006988e+02
7,10,60,2.001350e+02
7,10,70,1.627369e+02
7,10,80,8.098666e+01
7,10,90,6.554371e+01
7,10,100,6.554085e+01
7,10,1,4.929759e+02
7,10,2,4.929759e+02
7,10,3,4.514727e+02
7,10,5,4.401571e+02
7,10,10,2.493912e+02
7,10,20,2.493912e+02
7,10,30,2.474094e+02
7,10,40,2.474094e+02
7,10,50,2.474094e+02
7,10,60,1.469367e+02
7,10,70,1.458226e+02
7,10,80,1.458226e+02
7,10,90,1.074728e+02
7,10,100,6.990523e+01
7,10,1,4.139383e+02
7,10,2,4.139383e+02
7,10,3,4.139383e+02
7,10,5,4.139383e+02
7,10,10,3.912992e+02
7,10,20,3.712142e+02
7,10,30,3.349868e+02
7,10,40,2.368309e+02
7,10,50,1.987996e+02
7,10,60,1.240820e+02
7,10,70,1.236117e+02
7,10,80,1.236117e+02
7,10,90,1.153033e+02
7,10,100,7.747955e+01
7,10,1,5.068989e+02
7,10,2,5.068989e+02
7,10,3,5.068989e+02
7,10,5,5.068989e+02
7,10,10,3.189835e+02
7,10,20,3.189835e+02
7,10,30,2.514954e+02
7,10,40,2.514954e+02
7,10,50,2.514954e+02
7,10,60,2.421940e+02
7,10,70,2.356093e+02
7,10,80,1.779545e+02
7,10,90,1.492753e+02
7,10,100,1.043929e+02
7,10,1,5.165151e+02
7,10,2,4.112617e+02
7,10,3,4.003416e+02
7,10,5,4.003416e+02
7,10,10,4.003416e+02
7,10,20,2.615571e+02
7,10,30,2.615571e+02
7,10,40,2.615571e+02
7,10,50,2.262994e+02
7,10,60,1.780737e+02
7,10,70,1.780737e+02
7,10,80,1.780737e+02
7,10,90,1.472773e+02
7,10,100,1.071847e+02
7,10,1,3.405897e+02
7,10,2,3.405897e+02
7,10,3,3.405897e+02
7,10,5,3.405897e+02
7,10,10,3.405897e+02
7,10,20,2.548729e+02
7,10,30,2.548729e+02
7,10,40,2.546093e+02
7,10,50,1.450070e+02
7,10,60,1.447475e+02
7,10,70,1.447475e+02
7,10,80,1.447475e+02
7,10,90,1.447475e+02
7,10,100,1.151992e+02
7,10,1,3.188037e+02
7,10,2,3.188037e+02
7,10,3,3.188037e+02
7,10,5,3.188037e+02
7,10,10,3.188037e+02
7,10,20,3.188037e+02
7,10,30,3.188037e+02
7,10,40,3.155878e+02
7,10,50,2.139035e+02
7,10,60,2.139035e+02
7,10,70,1.749107e+02
7,10,80,1.635942e+02
7,10,90,6.431323e+01
7,10,100,6.427406e+01
7,10,1,5.262086e+02
7,10,2,4.462708e+02
7,10,3,4.462675e+02
7,10,5,4.255679e+02
7,10,10,3.906336e+02
7,10,20,3.906336e+02
7,10,30,2.700127e+02
7,10,40,2.413929e+02
7,10,50,2.413929e+02
7,10,60,2.171321e+02
7,10,70,2.134229e+02
7,10,80,1.699760e+02
7,10,90,1.699760e+02
7,10,100,1.289878e+02
7,10,1,4.566494e+02
7,10,2,4.566494e+02
7,10,3,4.378246e+02
7,10,5,3.515230e+02
7,10,10,2.751139e+02
7,10,20,2.751139e+02
7,10,30,2.751139e+02
7,10,40,2.323573e+02
7,10,50,2.175794e+02
7,10,60,2.099125e+02
7,10,70,1.492025e+02
7,10,80,1.488331e+02
7,10,90,1.265965e+02
7,10,100,1.255704e+02
