funcid,dim,milestone,error
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
22,30,1,1.105325e+04
22,30,2,1.105325e+04
22,30,3,1.105325e+04
22,30,5,1.105325e+04
22,30,10,1.105325e+04
22,30,20,1.105325e+04
22,30,30,1.105325e+04
22,30,40,1.105325e+04
22,30,50,1.105325e+04
22,30,60,1.105325e+04
22,30,70,1.105325e+04
22,30,80,1.105325e+04
22,30,90,1.105325e+04
22,30,100,1.105325e+04
