funcid,dim,milestone,error
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
5,10,1,2.267146e+02
5,10,2,2.267146e+02
5,10,3,2.267146e+02
5,10,5,2.267146e+02
5,10,10,2.267146e+02
5,10,20,2.267146e+02
5,10,30,2.267146e+02
5,10,40,2.267146e+02
5,10,50,2.267146e+02
5,10,60,2.267146e+02
5,10,70,2.267146e+02
5,10,80,2.267146e+02
5,10,90,2.267146e+02
5,10,100,2.267146e+02
