funcid,dim,milestone,error
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
10,10,1,5.138309e+03
10,10,2,5.138309e+03
10,10,3,5.138309e+03
10,10,5,5.138309e+03
10,10,10,5.138309e+03
10,10,20,5.138309e+03
10,10,30,5.138309e+03
10,10,40,5.138309e+03
10,10,50,5.138309e+03
10,10,60,5.138309e+03
10,10,70,5.138309e+03
10,10,80,5.138309e+03
10,10,90,5.138309e+03
10,10,100,5.138309e+03
