funcid,dim,milestone,error
28,30,1,5.498230e+03
28,30,2,4.770665e+03
28,30,3,4.493644e+03
28,30,5,4.232273e+03
28,30,10,3.732740e+03
28,30,20,2.901542e+03
28,30,30,2.340252e+03
28,30,40,1.724660e+03
28,30,50,1.601863e+03
28,30,60,1.128171e+03
28,30,70,7.442338e+02
28,30,80,6.436049e+02
28,30,90,5.129797e+02
28,30,100,4.573706e+02
28,30,1,5.044981e+03
28,30,2,4.780871e+03
28,30,3,4.780871e+03
28,30,5,3.582850e+03
28,30,10,3.582850e+03
28,30,20,2.783758e+03
28,30,30,2.577289e+03
28,30,40,1.724642e+03
28,30,50,1.430350e+03
28,30,60,1.107096e+03
28,30,70,9.140241e+02
28,30,80,6.737737e+02
28,30,90,5.345281e+02
28,30,100,4.568265e+02
28,30,1,5.502330e+03
28,30,2,5.460131e+03
28,30,3,4.915779e+03
28,30,5,3.403289e+03
28,30,10,2.761034e+03
28,30,20,2.382839e+03
28,30,30,2.382839e+03
28,30,40,1.717973e+03
28,30,50,1.401237e+03
28,30,60,1.181501e+03
28,30,70,8.889065e+02
28,30,80,6.839540e+02
28,30,90,5.302558e+02
28,30,100,4.173127e+02
28,30,1,4.970701e+03
28,30,2,4.820261e+03
28,30,3,4.820261e+03
28,30,5,4.175343e+03
28,30,10,3.713081e+03
28,30,20,1.932638e+03
28,30,30,1.932638e+03
28,30,40,1.932638e+03
28,30,50,1.410745e+03
28,30,60,9.241144e+02
28,30,70,9.241144e+02
28,30,80,7.669785e+02
28,30,90,6.381680e+02
28,30,100,5.286253e+02
28,30,1,5.808717e+03
28,30,2,4.933639e+03
28,30,3,4.889503e+03
28,30,5,4.196577e+03
28,30,10,3.620965e+03
28,30,20,2.647788e+03
28,30,30,2.013988e+03
28,30,40,1.514894e+03
28,30,50,1.307318e+03
28,30,60,1.162726e+03
28,30,70,8.586812e+02
28,30,80,6.154019e+02
28,30,90,5.211883e+02
28,30,100,4.207667e+02
28,30,1,4.431798e+03
28,30,2,4.431798e+03
28,30,3,4.238030e+03
28,30,5,3.733242e+03
28,30,10,3.733242e+03
28,30,20,3.085597e+03
28,30,30,2.224454e+03
28,30,40,1.485023e+03
28,30,50,1.415305e+03
28,30,60,1.053627e+03
28,30,70,7.742253e+02
28,30,80,6.876314e+02
28,30,90,5.263665e+02
28,30,100,4.166598e+02
28,30,1,6.375284e+03
28,30,2,6.125594e+03
28,30,3,4.820016e+03
28,30,5,4.820016e+03
28,30,10,3.211289e+03
28,30,20,3.211289e+03
28,30,30,2.236426e+03
28,30,40,2.236426e+03
28,30,50,1.608896e+03
28,30,60,1.081120e+03
28,30,70,8.403687e+02
28,30,80,6.856218e+02
28,30,90,5.395993e+02
28,30,100,4.135949e+02
28,30,1,5.962565e+03
28,30,2,5.407614e+03
28,30,3,5.407614e+03
28,30,5,5.407614e+03
28,30,10,4.536272e+03
28,30,20,3.621396e+03
28,30,30,2.335496e+03
28,30,40,2.056054e+03
28,30,50,1.205049e+03
28,30,60,1.081180e+03
28,30,70,8.910431e+02
28,30,80,6.461923e+02
28,30,90,5.268078e+02
28,30,100,4.174951e+02
28,30,1,5.792431e+03
28,30,2,4.881819e+03
28,30,3,4.881819e+03
28,30,5,4.881819e+03
28,30,10,3.913749e+03
28,30,20,2.647456e+03
28,30,30,2.184784e+03
28,30,40,1.908154e+03
28,30,50,1.308277e+03
28,30,60,1.233110e+03
28,30,70,8.518178e+02
28,30,80,6.754793e+02
28,30,90,5.186463e+02
28,30,100,4.192258e+02
28,30,1,4.983923e+03
28,30,2,4.983923e+03
28,30,3,4.983923e+03
28,30,5,4.983923e+03
28,30,10,3.354553e+03
28,30,20,2.476849e+03
28,30,30,2.476849e+03
28,30,40,1.913934e+03
28,30,50,1.417815e+03
28,30,60,1.080246e+03
28,30,70,9.695994e+02
28,30,80,7.032224e+02
28,30,90,5.821896e+02
28,30,100,4.587797e+02
