funcid,dim,milestone,error
12,30,1,1.215574e+10
12,30,2,1.215574e+10
12,30,3,1.215574e+10
12,30,5,1.215574e+10
12,30,10,6.511343e+09
12,30,20,6.067857e+09
12,30,30,5.984051e+09
12,30,40,5.984051e+09
12,30,50,2.936273e+09
12,30,60,2.920521e+09
12,30,70,1.601340e+09
12,30,80,6.208004e+08
12,30,90,2.312217e+08
12,30,100,1.769160e+06
12,30,1,1.168083e+10
12,30,2,1.168083e+10
12,30,3,1.168083e+10
12,30,5,7.227464e+09
12,30,10,7.227464e+09
12,30,20,6.170175e+09
12,30,30,4.779607e+09
12,30,40,2.848756e+09
12,30,50,2.848756e+09
12,30,60,1.387363e+09
12,30,70,1.314098e+09
12,30,80,7.142906e+08
12,30,90,1.955841e+08
12,30,100,2.813927e+06
12,30,1,1.541431e+10
12,30,2,9.210890e+09
12,30,3,9.210890e+09
12,30,5,9.210890e+09
12,30,10,9.210890e+09
12,30,20,7.552226e+09
12,30,30,2.738581e+09
12,30,40,2.738581e+09
12,30,50,2.738581e+09
12,30,60,2.325088e+09
12,30,70,1.255684e+09
12,30,80,4.235185e+08
12,30,90,1.309699e+08
12,30,100,6.197458e+06
12,30,1,1.237180e+10
12,30,2,1.200417e+10
12,30,3,1.200417e+10
12,30,5,1.169971e+10
12,30,10,8.485253e+09
12,30,20,8.485253e+09
12,30,30,8.485253e+09
12,30,40,6.133928e+09
12,30,50,3.683968e+09
12,30,60,2.353909e+09
12,30,70,1.637134e+09
12,30,80,6.315047e+08
12,30,90,2.897079e+08
12,30,100,8.680808e+06
12,30,1,1.461937e+10
12,30,2,1.200012e+10
12,30,3,1.013065e+10
12,30,5,1.013065e+10
12,30,10,1.013065e+10
12,30,20,7.942949e+09
12,30,30,5.751067e+09
12,30,40,4.159751e+09
12,30,50,4.159751e+09
12,30,60,2.274554e+09
12,30,70,1.189075e+09
12,30,80,5.800731e+08
12,30,90,2.211635e+08
12,30,100,5.689103e+06
12,30,1,9.396523e+09
12,30,2,9.396523e+09
12,30,3,9.396523e+09
12,30,5,9.396523e+09
12,30,10,6.745416e+09
12,30,20,3.955600e+09
12,30,30,3.955600e+09
12,30,40,3.955600e+09
12,30,50,2.639623e+09
12,30,60,2.639623e+09
12,30,70,1.424020e+09
12,30,80,8.482131e+08
12,30,90,2.481818e+08
12,30,100,5.708511e+06
12,30,1,1.149475e+10
12,30,2,1.149475e+10
12,30,3,1.149475e+10
12,30,5,9.529192e+09
12,30,10,3.875452e+09
12,30,20,3.875452e+09
12,30,30,3.875452e+09
12,30,40,3.536812e+09
12,30,50,2.816330e+09
12,30,60,1.783069e+09
12,30,70,1.241301e+09
12,30,80,6.232503e+08
12,30,90,1.468407e+08
12,30,100,2.600379e+06
12,30,1,1.285660e+10
12,30,2,1.285660e+10
12,30,3,1.285660e+10
12,30,5,1.119074e+10
12,30,10,1.001284e+10
12,30,20,6.620112e+09
12,30,30,6.620112e+09
12,30,40,2.325365e+09
12,30,50,2.325365e+09
12,30,60,2.325365e+09
12,30,70,1.334248e+09
12,30,80,7.522078e+08
12,30,90,1.631369e+08
12,30,100,9.714364e+06
12,30,1,1.508161e+10
12,30,2,1.216335e+10
12,30,3,4.088336e+09
12,30,5,4.088336e+09
12,30,10,4.088336e+09
12,30,20,4.088336e+09
12,30,30,4.088336e+09
12,30,40,4.088336e+09
12,30,50,4.088336e+09
12,30,60,1.626189e+09
12,30,70,1.111625e+09
12,30,80,8.701132e+08
12,30,90,1.793272e+08
12,30,100,3.424511e+06
12,30,1,1.431195e+10
12,30,2,1.278811e+10
12,30,3,1.041572e+10
12,30,5,7.362476e+09
12,30,10,7.362476e+09
12,30,20,7.362476e+09
12,30,30,4.665942e+09
12,30,40,4.285550e+09
12,30,50,3.603972e+09
12,30,60,3.603972e+09
12,30,70,1.846672e+09
12,30,80,6.996193e+08
12,30,90,2.082159e+08
12,30,100,3.001538e+06
