Caso,Fitness,Tiempo
MDG-a_1_n500_m50,7007.46,0.891591
MDG-a_2_n500_m50,7000.93,0.909005
MDG-a_3_n500_m50,6975.23,0.949029
MDG-a_4_n500_m50,6947,0.904834
MDG-a_5_n500_m50,7038.43,0.90697
MDG-a_6_n500_m50,6956.06,0.912904
MDG-a_7_n500_m50,7157.05,0.912279
MDG-a_8_n500_m50,7053.67,0.909963
MDG-a_9_n500_m50,6995.48,0.945207
MDG-a_10_n500_m50,7021.68,0.959494
MDG-b_21_n2000_m200,1.0393e+07,7.53197
MDG-b_22_n2000_m200,1.0428e+07,8.17188
