funcid,dim,milestone,error
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
6,10,1,1.417755e+02
6,10,2,1.417755e+02
6,10,3,1.417755e+02
6,10,5,1.417755e+02
6,10,10,1.417755e+02
6,10,20,1.417755e+02
6,10,30,1.417755e+02
6,10,40,1.417755e+02
6,10,50,1.417755e+02
6,10,60,1.417755e+02
6,10,70,1.417755e+02
6,10,80,1.417755e+02
6,10,90,1.417755e+02
6,10,100,1.417755e+02
