funcid,dim,milestone,error
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
23,30,1,5.760650e+03
23,30,2,5.760650e+03
23,30,3,5.760650e+03
23,30,5,5.760650e+03
23,30,10,5.760650e+03
23,30,20,5.760650e+03
23,30,30,5.760650e+03
23,30,40,5.760650e+03
23,30,50,5.760650e+03
23,30,60,5.760650e+03
23,30,70,5.760650e+03
23,30,80,5.760650e+03
23,30,90,5.760650e+03
23,30,100,5.760650e+03
